sample,int.time,rep
Latentcomp_8,14.076777207467,26
Latentcomp_7,5.18869647056998,26
Latentcomp_3,12.8579281766597,26
Latentcomp_2,13.338935117091,26
Latentcomp_1,12.231697883526,26
Latentcomp_9,9.51079860033232,26
Latentcomp_6,8.94258957222749,26
Latentcomp_4,15.3451865554595,26
Latentcomp_1,15.8303681718873,27
Latentcomp_8,14.3308580076191,27
Latentcomp_10,11.6165787152022,27
Latentcomp_7,13.0513232076703,27
Latentcomp_6,16.0602959217091,27
Latentcomp_9,14.8806640232664,27
Latentcomp_2,13.4720178904266,27
Latentcomp_5,14.5395706571164,27
Latentcomp_3,17.0777537166479,27
Latentcomp_4,9.09269074756875,27
Latentcomp_8,14.3050998550902,28
Latentcomp_9,14.6310974020803,28
Latentcomp_10,11.4583739189188,28
Latentcomp_1,14.1947403445308,28
Latentcomp_2,12.8199997851203,28
Latentcomp_7,12.8199997851203,28
Latentcomp_3,14.4638315604647,28
Latentcomp_6,16.2012489138671,28
Latentcomp_5,16.604329099105,28
Latentcomp_4,6.32183961573453,28
Latentcomp_9,14.9578288470481,29
Latentcomp_3,9.18351214083018,29
Latentcomp_5,9.18737100010562,29
Latentcomp_7,16.149708144104,29
Latentcomp_4,15.1787228442875,29
Latentcomp_10,7.17406543197914,29
Latentcomp_6,16.3464115156237,29
Latentcomp_2,13.8922050266627,29
Latentcomp_1,12.5363166277209,29
Latentcomp_8,5.13840783690407,29
Latentcomp_5,14.6864270663665,3
Latentcomp_1,10.2939717798716,3
Latentcomp_7,8.35215381831159,3
Latentcomp_2,9.29992861988715,3
Latentcomp_10,12.7828067282578,3
Latentcomp_9,13.1965694701228,3
Latentcomp_6,14.7273397572816,3
Latentcomp_4,14.5544552856357,3
Latentcomp_3,15.0050855050872,3
Latentcomp_8,9.96732491729002,3
Latentcomp_4,15.4109035196925,30
Latentcomp_5,9.83868907963519,30
Latentcomp_7,12.1054788230483,30
Latentcomp_6,9.68999172797395,30
Latentcomp_10,13.1715898785572,30
Latentcomp_8,12.6167946520411,30
Latentcomp_1,15.3090094417208,30
Latentcomp_9,13.5396088472715,30
Latentcomp_3,13.3728707743062,30
Latentcomp_2,11.7146715113054,30
Latentcomp_5,15.6505666439426,31
Latentcomp_4,15.0070801724791,31
Latentcomp_6,14.7896160704758,31
Latentcomp_1,9.48567336731599,31
Latentcomp_10,14.9309190205378,31
Latentcomp_9,14.9309190205378,31
Latentcomp_7,9.86923701993516,31
Latentcomp_3,10.0963302893464,31
Latentcomp_8,9.85139280970748,31
Latentcomp_2,14.5906325607334,31
Latentcomp_1,9.47053377320132,32
Latentcomp_5,13.996981361185,32
Latentcomp_2,12.1103986326157,32
Latentcomp_9,16.5760269829153,32
Latentcomp_6,16.5760269829153,32
Latentcomp_7,16.6336181914561,32
Latentcomp_3,14.081661611004,32
Latentcomp_10,9.61574265866067,32
Latentcomp_8,14.8507453029298,32
Latentcomp_4,12.2457878023526,32
Latentcomp_1,15.2415416042428,33
Latentcomp_10,6.43945124629321,33
Latentcomp_8,13.5704335240405,33
Latentcomp_2,9.53733829807284,33
Latentcomp_6,11.8596385051392,33
Latentcomp_4,15.4831255135495,33
Latentcomp_7,11.0059972052971,33
Latentcomp_5,16.4959817895273,33
Latentcomp_9,7.9156172967303,33
Latentcomp_3,10.0806435334231,33
Latentcomp_4,10.2639172305375,34
Latentcomp_6,14.5736279703722,34
Latentcomp_9,17.1641260281027,34
Latentcomp_8,16.3158040530335,34
Latentcomp_3,16.3158040530335,34
Latentcomp_2,13.8998333800377,34
Latentcomp_10,15.384047752066,34
Latentcomp_5,13.5487672160537,34
Latentcomp_1,7.94781762153716,34
Latentcomp_7,16.0497657644054,34
Latentcomp_7,18.0490210675558,35
Latentcomp_3,11.2327056892229,35
Latentcomp_9,14.5107500663937,35
Latentcomp_1,14.5107500663937,35
Latentcomp_4,16.0641527241727,35
Latentcomp_5,15.5703158318523,35
Latentcomp_8,7.88452717567298,35
Latentcomp_2,6.22843562610099,35
Latentcomp_10,13.8846469239196,35
Latentcomp_6,13.8846469239196,35
Latentcomp_1,6.34443289975121,36
Latentcomp_7,11.6713161972384,36
Latentcomp_5,10.7684098932244,36
Latentcomp_8,11.3331772013373,36
Latentcomp_9,12.5051659174776,36
Latentcomp_10,13.8798929753075,36
Latentcomp_2,13.5677666768407,36
Latentcomp_3,9.16343920599493,36
Latentcomp_6,15.0951541587296,36
Latentcomp_4,16.1092671171828,36
Latentcomp_5,10.5469062866451,37
Latentcomp_8,11.6519613316878,37
Latentcomp_4,17.2000001825116,37
Latentcomp_10,17.2000001825116,37
Latentcomp_9,14.02843364087,37
Latentcomp_7,12.26960521431,37
Latentcomp_6,15.6514988244073,37
Latentcomp_3,13.8151430347155,37
Latentcomp_1,13.8151430347155,37
Latentcomp_2,12.5477514655857,37
Latentcomp_2,16.2767914522494,38
Latentcomp_5,12.4067244077676,38
Latentcomp_8,8.01647308238702,38
Latentcomp_6,16.453334639021,38
Latentcomp_9,5.14082976554886,38
Latentcomp_4,13.9701500056892,38
Latentcomp_1,10.1384885300324,38
Latentcomp_10,6.20507033575495,38
Latentcomp_7,14.8222104414856,38
Latentcomp_3,16.2782967040996,38
Latentcomp_1,13.317278043047,39
Latentcomp_2,11.0887247018877,39
Latentcomp_10,14.0220486584015,39
Latentcomp_8,12.7543110302453,39
Latentcomp_9,14.5389949027436,39
Latentcomp_4,11.7715904562657,39
Latentcomp_5,16.1313310690743,39
Latentcomp_7,15.3101583894025,39
Latentcomp_3,14.8228264578593,39
Latentcomp_6,16.122604522097,39
Latentcomp_7,15.1696801966518,4
Latentcomp_8,16.0621356009815,4
Latentcomp_2,16.4580537035153,4
Latentcomp_4,13.5312720028287,4
Latentcomp_1,14.8978032789533,4
Latentcomp_10,16.633965562989,4
Latentcomp_5,14.553236679309,4
Latentcomp_3,14.0497637723087,4
Latentcomp_9,8.65439691521428,4
Latentcomp_6,17.4333989653364,4
Latentcomp_5,14.4663144576453,40
Latentcomp_10,14.4663144576453,40
Latentcomp_4,15.0124435915182,40
Latentcomp_8,5.95167330121483,40
Latentcomp_6,8.61726976701994,40
Latentcomp_7,16.2336974258356,40
Latentcomp_2,16.2336974258356,40
Latentcomp_3,15.9869043116851,40
Latentcomp_9,14.4779337893369,40
Latentcomp_1,15.9491159964334,40
Latentcomp_1,15.6571409498771,41
Latentcomp_2,15.0324677331522,41
Latentcomp_10,17.1515138966012,41
Latentcomp_9,17.1515138966012,41
Latentcomp_5,17.1075543879055,41
Latentcomp_3,10.3314633826423,41
Latentcomp_4,15.6347903828733,41
Latentcomp_7,12.1984903188607,41
Latentcomp_6,13.4830179524744,41
Latentcomp_8,9.85473670345162,41
Latentcomp_6,15.5126932737049,42
Latentcomp_1,16.1324734218965,42
Latentcomp_2,11.868918365157,42
Latentcomp_7,17.2881758340712,42
Latentcomp_3,8.87521378886576,42
Latentcomp_5,12.066828227949,42
Latentcomp_9,16.0830419971389,42
Latentcomp_4,16.7548564244504,42
Latentcomp_10,12.0240329161687,42
Latentcomp_8,13.9729139215267,42
Latentcomp_7,14.8556938413719,43
Latentcomp_9,14.8556938413719,43
Latentcomp_8,16.0798542396046,43
Latentcomp_5,16.0798542396046,43
Latentcomp_2,14.6379821995823,43
Latentcomp_4,16.3395120135267,43
Latentcomp_3,12.3189299980972,43
Latentcomp_10,11.0867597008201,43
Latentcomp_6,13.9239053824069,43
Latentcomp_1,13.9384429350124,43
Latentcomp_5,16.4513927095546,44
Latentcomp_8,14.8694883203079,44
Latentcomp_1,17.2989604881605,44
Latentcomp_2,6.99877507316015,44
Latentcomp_4,15.3965016227608,44
Latentcomp_9,15.3965016227608,44
Latentcomp_6,5.12245076248411,44
Latentcomp_10,14.2813994800065,44
Latentcomp_3,15.167750138031,44
Latentcomp_7,15.167750138031,44
Latentcomp_9,12.1647750839293,45
Latentcomp_4,15.6476856240521,45
Latentcomp_6,13.1035017224158,45
Latentcomp_8,9.92444111496685,45
Latentcomp_1,9.92444111496685,45
Latentcomp_5,14.1361493824918,45
Latentcomp_3,12.7626206121145,45
Latentcomp_10,15.5741448613436,45
Latentcomp_2,11.0155758724896,45
Latentcomp_7,12.5964199442711,45
Latentcomp_3,13.6585060458582,46
Latentcomp_4,10.8361202811512,46
Activecomp1_10,13.0449665578294,46
Latentcomp_2,13.0449665578294,46
Latentcomp_1,13.7863604772747,46
Latentcomp_6,11.9538039409332,46
Latentcomp_5,11.8534534370113,46
Latentcomp_9,11.8534534370113,46
Latentcomp_8,14.7686816576316,46
Latentcomp_10,10.487107017769,46
Latentcomp_7,6.75472795965613,46
Latentcomp_10,12.6086715516107,47
Latentcomp_3,11.4446609093897,47
Latentcomp_5,8.06287430441882,47
Latentcomp_6,10.9174732376046,47
Latentcomp_7,12.4477578692081,47
Latentcomp_4,17.16083345785,47
Latentcomp_1,17.16083345785,47
Latentcomp_9,8.41445007346322,47
Latentcomp_2,5.52351805170291,47
Latentcomp_8,6.61505960440661,47
Latentcomp_3,12.633468355506,48
Latentcomp_10,15.2973797895454,48
Latentcomp_2,15.2973797895454,48
Latentcomp_7,11.4853060947918,48
Latentcomp_4,11.4853060947918,48
Latentcomp_6,15.1534061768792,48
Latentcomp_1,12.3442847056523,48
Latentcomp_9,15.0864566620073,48
Latentcomp_8,13.0485629390059,48
Latentcomp_5,16.4705514157124,48
Latentcomp_10,10.2539944583661,49
Latentcomp_6,11.5143853368027,49
Latentcomp_2,16.3511029914176,49
Latentcomp_3,13.9897056467979,49
Latentcomp_4,11.7496407191633,49
Latentcomp_8,15.061472769189,49
Latentcomp_5,11.333898861212,49
Latentcomp_1,17.2552726543133,49
Latentcomp_9,16.0893441769791,49
Latentcomp_7,7.4722002702967,49
Latentcomp_2,12.290166376445,5
Latentcomp_8,8.6175153937201,5
Latentcomp_10,15.6907431034935,5
Latentcomp_6,16.9270047915219,5
Latentcomp_3,14.4128104844843,5
Latentcomp_1,14.4128104844843,5
Latentcomp_9,18.1762581882245,5
Latentcomp_7,18.1762581882245,5
Latentcomp_4,16.3695687481467,5
Latentcomp_5,16.3695687481467,5
Latentcomp_5,9.15437697706557,50
Latentcomp_1,12.1880095038568,50
Latentcomp_4,10.9098072468359,50
Latentcomp_10,12.7343884703069,50
Latentcomp_6,6.21696836484596,50
Latentcomp_9,16.8308355545069,50
Latentcomp_8,12.3255752218744,50
Latentcomp_2,15.4715376719776,50
Latentcomp_7,11.2198821587086,50
Latentcomp_3,11.2198821587086,50
Latentcomp_3,11.6476891737585,6
Latentcomp_5,13.0125957208188,6
Latentcomp_8,16.3925690843132,6
Latentcomp_2,12.9450012789666,6
Latentcomp_10,14.6193277523741,6
Latentcomp_7,13.754232494795,6
Latentcomp_1,13.754232494795,6
Latentcomp_9,12.0641390587942,6
Latentcomp_6,12.9214661685302,6
Latentcomp_4,15.804649002711,6
Latentcomp_5,12.0781891576687,7
Latentcomp_1,9.12906953046426,7
Latentcomp_6,9.59092136866041,7
Latentcomp_3,9.59092136866041,7
Latentcomp_10,14.3466651130047,7
Latentcomp_2,12.2315834433995,7
Latentcomp_8,14.2997177117085,7
Latentcomp_9,5.52098839643114,7
Latentcomp_7,13.3510302929223,7
Latentcomp_4,14.0078120963069,7
Latentcomp_6,13.8714486797989,8
Latentcomp_5,13.3636171072979,8
Latentcomp_9,11.2983814010899,8
Latentcomp_2,10.5697455158223,8
Latentcomp_4,11.2578012914959,8
Latentcomp_10,14.5781786826563,8
Latentcomp_1,14.5781786826563,8
Latentcomp_8,13.8202800186943,8
Latentcomp_3,14.1899590207445,8
Latentcomp_7,6.28228394241723,8
Latentcomp_1,16.2858190996326,9
Latentcomp_8,17.5915931951511,9
Latentcomp_4,13.1024484112221,9
Latentcomp_10,14.2821497958292,9
Latentcomp_5,15.7791208461037,9
Latentcomp_7,8.30751089175426,9
Latentcomp_6,16.4399006237148,9
Latentcomp_2,11.4475804098238,9
Latentcomp_3,12.4013516598052,9
Latentcomp_9,17.8117161958001,9
